star_score,review
2,아직 연애사를 잘몰라서 공감은 잘안간다 그래도 아주 슬프고 따뜻한느낌.. 
1,그래 공감은 가는데...번뜩이는 작은 아이디어와 사랑스러운 배우들로만 감동을 줄 수는 없는 거야 
2,완벽한 영화가 아님에도 불구하고 이만한 영화가 정말 나오기 힘드네 로맨틱코미디에서 걸작은 걸작 
2,주이 디샤넬 때문에 본 영화였는데 영화 자체가 너무 좋아서 5번은 본 듯... 
2,'about  LOVE' 
2,정말 어이없는 영화라고 생각됬고 썸머를 정말 욕하면서 봤는데 막상 끝나고 한참 생각해보니..ㅠㅠ.. 가슴이 아련해진다 
2,두번째 보고 나니 새롭네요. 남자와 여자가 만난 이야기 일뿐.. 첨 봤을땐 톰만 이해했는데 이제서야 둘 모두를 보게되네요. 인상깊은 영화에요. 또 볼겁니다 ㅋㅋ 
2,극 상에서 조토끼의 모습이 내 예전 모습과 많이 닮아서 많이 와닿았음. 
2,"""Every passing minute is another chance to turn it all around"" 그냥 문득 <바닐라 스카이>의 이 대사가 떠오른다. 너무나 좋은 영화 두고두고..."
2,가슴 먹먹해지는 로맨틱 코미디 영화 // 처음본다면 아마 섬머는 못된년이겠지... 
2,두 배우 다 멋진연기를 보여줬고 영화가 정말 진부하지않고 결말이 매우 좋았다 
2,2번보니깐정말정말좋은영화라는게 다시느껴지네여ㅛ 
2,실연의 아픔에서 헤어나오지 못하는 남자들(나포함)에게 큰 위로를.. 
2,10점만점에 10을주고싶지만 썸머랑 이루어지지못해서 아쉬워서 9점으로! 그런데 이영화는 꼭봐야할듯^^! 느낀점이많네요! 
2,"어떻게 보면 굉장히 평범한 내용 일수 있지만, 이것을 전달하는 방법이 창의적이였던것같다. 그 창의성속에서 아팠던 나를 되짚어 볼 수 있었던것 같다. "
2,우연이란것 필연이란것 없다. 손을 뻗고 만들어가는 것이다. 
2,잔잔하고 귀여운 영화 ㅎㅎ 
2,음악 연출 연기 완벽하고 하나도 빠짐 없이 모든 씬이 사랑스러운 영화! 실험적인 시도도 매우 좋다!!! 내가 가장 좋아하는 영화<3 
2," 처음봤을땐 사랑이란걸 한번도 겪어보지 못한 때였고, 두번째는 사랑하고있을때, 세번째로 이별하고 다시봤다. 진짜 느낌이 다 다르네. 이번에 보고나서 느낀건 나는 썸머인척하는(혹은 썸머가 되고싶은) 톰이었고 전 남자친..."
2,주이디샤넬 보러왔다 클로이모레츠 보고갑니다. 둘다 사랑해요 헝헝 
2,21세기 애니홀 
2,내가 좀 더 나이가 들면 이해할 수 있을까?18살 고등학생의 정서로는 엔딩이 이해하기 힘든부분이 있었다확실히 호불호가갈리는 이유가 있는듯30대가 되서 다시보면 썸머를 이해할 수 있을까? 
2,최고의 남녀배우 최고의 스토리 
0,워낙 좋은영화다는 소리를 많이들어서 기대하는마음으로 봤는데 많이실망한작품. 스토리도 뭔가 허전하고 마무리도그렇도..... 엊그제 본 B급 영화가 차라리 더 감동있고 재밌는것 같다 
2,아 되게 재밌었음... 좋아하는 배우가 3명이나 나옴ㅋㅋ 아 로맨스란 ㅋ 
2,"배우,영상,음악  짜응 ㅋ달달하면서도  안달달해서 좋음ㅋ "
2,좋아하는 영화. 썸머. 같은여자로써 공감되는 부분이 있음. 
0,이게 재밌다고? 
2,난 톰처럼 운명적인 사랑을 믿어..하지만 톰처럼 놓치진 않을거야..!! 
2,"ost, 영상, 배우, 스토리 걍 느므느므 달달하당 "
2,제일 좋아하는 영화. 영상도 음악도 배우도 영화도 너무 맘에 들었던 영화입니다. 
2,발랄하고 톡톡튀는 주이 디샤넬의 이미지와 꼭맞는듯! 보는 내내흐뭇했어용 
0,Suck!!!!!!! 
0,조셉고든레빗의 살인미소가 없었더라면 별하나도 아까웠던 영화 
0,감독은 관객들이 이말을 하게 하려고 영화를 만든것 같다. 제니 벡맨. 나쁜년 
0,1점도 주기아까워요..멜로중에 이렇게 가장 빈약한 멜로는 처음봤네요. 
0,500일간 멜로는 없고 짜증만 남는영화. 
0,고딩 작문도 아니고.... 별거아닌걸 있는듯... 
0,영화관 가서 봤는데 내돈주고 봤으면 욕하고 나왔을 영화... 
0,왜 이 영화의 평점이 이렇게 높을까?나의 지루함은 이미 청춘을 떠나버린 탓인가? 
0,ㅡㅡ 썸머 어장관리 대박.. 
0,지루해요 솔직히말하면 
0,영화평 왠만하면 안쓰는데.0점 준다.여자가 X같아서. 그냥 이 이야기는 
0,500분의 지옥 
0,18 돈 주고 봤다  아이디 검색하여 알바 없는 세상을 만들자 
0,난 어리지도않고 감정도풍부하고 영화광인데. 그래도 이영화는 너무 지루해. 
0,결말진짜 내가답답해서 그냥넘겨버렷어요...쫌..진짜 아닌듯 이영화는 
0,중고딩 찌질이 취향의 영화 
0,기대한만큼 실망이 큰 영화. 볼까말까 고민하는사람은 안보기를 바란다. 
0,너무현실적이라 지루한....코미디도아니고 보다가 도저히 안되겠어서 잤음.... 
0,별반개주는것도좋게준거임ㅋ첨으로영화보면서꿈나라가보긴처음ㅋ별10점준사람이해안감 
0,영화보고나니깐.....댓글다알바같이보인다..... 
0,코미디 드라마??장르모르는정체불명의영화 내돈 9000원 아까워서 죽는줄알았다 ㅡㅡ 
0,보다나옴 
0,영화를 보고나면  연예란 시간낭비라는걸 느끼게된다 
0,500시간동안 보는듯했음 ..... 지루함 ㅠㅠ 내돈 
0,긴영화는아닌데 길게하는 영화보다 지루함 10분마다 시계보고 처음으로 나가고 싶었음 
0,이런쓸게기영화..이걸시상식에서최우수를받다니죽어라!!!!!!!!!!!!11 
0,솔직히 웃기는 부분이 없었음 그냥 로멘스멜로 등등 인거같아요 
0,너무화나서 첨으로평점씀 한4명정도중간에나감 재미없음 지루함 잠옴 시간아까움ㅡㅡ 
0,이 영화보고 느낀점은.시간이 계속 왔다가 갔다가 하면서.... 결국 결말도 이상함 
0,솔직히 지루하다. 왜 코미디 인줄 모르겠다. 그냥 실연영화 그 이상 그 이하도 아닌 
0,공감이 가고 안가고를 떠나서 재밌진 않았습니다. 조셉고든레빗이 좋아졌을뿐. 
0,20대중후반넘어가면 절대 관람금지... 
0,sucks 
0,"마지막장면은 ""하루만에 다른 여자 만났으니 된거네"" 이런건가? 그렇게 간단한걸.. "
2,"둘다 미성숙했던것같다 대부분의 평점은 얼마나 썸머가 톰을 사랑했고 톰이 얼마나 이기적이고 멍청한지에 대해서만  말하지만 썸머가 이미 결혼 계획이 잡힌후에도 톰과춤을 추고 파티에 초대하는것, 친구와 연인중 어떤관계인지..."
2,"두번째 보는 영화인데, 리뷰를 보던중 전에는 몰랐던 와닿는 말이 있었다. ""남자는 운명의 상대가 필요했다. 썸머가 필요한게 아니라"" 내가 필요한게 아니었다 다만 누구든 필요했는데 그게 나일뿐 "
1,사람마다 다르겠지만 썸머의 심리를 전 도저히 이해 못하겠어요 반전을 기대했는데 없어서 아쉬웠어요 ㅠㅠ 
1,딱 그만큼만 좋아했기 때문에 딱 그만큼의 대.화.와 이.해.만 오갔을뿐. 실패한 모든 사랑은 결국 변명일 뿐이다. 
2,속단 하지 말자. 니가 생각하는 운명이 우연의 연속일 수 있으니. 
2,딱 내가 톰이고 전여자친구가 썸머였다. 나는 연애초보 그녀는 많이해본.. 영화를 2번이나 봤는데 너무 공감이 간다.이영화를 보고 그녀가 조금씩 이해가 가고 나의 지난 날들이 하나하나 바보같았던것이 이해가간다. 
2,나이가 들어서 다시 보니 썸머는 나쁜여자가 아니였어. 
2,제생각에 썸머에게도 톰은 운명적인 사랑이었을거 같아요. 하지만 결혼은 더 성숙한 사람과 하게되죠. 사랑이라는 감정만으로는 상처받는다는걸 알았으니까. 
2,썸머의 연애관이 나랑 너무 똑같아 놀랐다 ㅜㅜ  몰론 난 그래서 지금 솔로 ㅠㅠ 
2,그녀는 정말 그를 사랑했을까? 
2,왜 영화제목이 500일의 썸머인가 항상 궁금했는데 영화를 보고나니 정말 좋은 제목같다 썸머가 미웠지만 사랑이란게 그런것아닌가. 이기적일 수밖에없다 썸머가 가고 어텀이 찾아온다는건 멋진 일이면서도 한편으론 쓸쓸하게 느...
2,영화가 끝난후 곱씹어보면 썸머에 빙의되어 가슴이 아려온다… 
1,섬머같은 여자는 어디든 있다 그녀들에겐 특별하지않은 무언가가 있다 
2,관람객시간가는 줄 모르고 재미있게 봤어요 
2,둘이 인연이 아니었던거죠. 썸머 말처럼 자기 짝이 아니었던거지 누구 잘못도 아니라고 생각해요. 그래도 각자의 사랑에 대한 정의가 틀리지 않았다는 걸 알았고 둘다 성숙해져서 보기 좋았습니다. 보는 저도 성장한 기분:)...
2,둘은 사랑했다. 서로의 방식은 달랐다는 걸 이해했다면 달라졌을까. 
2,관람객오랜만에 달달한 로맨스 잘봤어요! 
2,이 영화는 정말 수작이다... 2번 볼 가치가 있으며 해석을 읽지 않고 그냥 본 후에 해석을 읽고 또 볼 가치가 있다. 사랑에 아파하고 행복하고 슬퍼했던 소중한 경험이 있는 사람이라면 더더욱 충분히!! 
1,그래도 난 썸머가 미워!! bitch! 
2,"여자친구와 함께 보고 나서 난 ""썸머 나쁜년""하면서 나왔는데...ㅋㅋ 댓글들을 보니 썸머의 입장이 이해가 가기도 한다... 남자들은 다 비슷한가보다 "
2,헐리우드판 봄날은 간다. 주이드샤넬의 매력에 빠진영화 
1,개취지만 스토리 편집이 집중을 방해했다. 여주역은 현실에선..흠.. 
2,너무 사랑스러운 영화 보는내내 기분좋아요 
2,진짜 최고 
2,"재밌게 봤던 영화다. 결말도 일반 로맨스영화랑 다르고, 배우들의 연기도 좋았다. 깨알같은 영상편집도 일품이고, 연애에 대한 환상과 현실 그리고 사랑에 빠진 기간을 뒤죽박죽 섞어놔도 쉽게 이해할수있었다. "
2,되게 가슴 아프네ㅋㅋ썸머하고 잘 되지ㅠ 
2,여쥔공 남쥔공 둘다 공감됨.....슬픈데 재밌다 ㅠ 
0,그냥 영화시작한지 5분후부터 95분내내..시계만본영화.커플끼리가면 최악. 
0,쓸데없이 평점이 높네.브릿팝.찌질이.뒷통수 비호감3종세트가 나오는 영화 
2,썸머는 톰을 진심으로 사랑했다 그래서 둘은 헤어졌다 
2,"톰은 톰 방식대로, 썸머는 썸머 방식대로 연애를 하려고했다.단지 서로가 맞지 않았을뿐. 누구의 잘잘못을 따질 게 아니다.썸머는 노력을 했지만 톰의 모든 것을 배려할 정도는 아니었던거고 톰은 오직 사랑하는 마음만으로 ..."
2,처음엔 사랑에 미숙하고 맹숭한 남자 이야기인가 하다가 회의에서 톰이 감정은 말하지않으면 알지못한다고 썸머에 대한 불만을 표출한것. 편견으로 영화를 봤었는데도 썸머가 배려받지못하고  소극적인 남자옆에서 고통받고있었다....
2,너무 의미부여를가지면서 볼필요없다 ㅋ  떠난사람은잘보내주고 새로운인연을또만나면되는거다 . 
2,"어쩌구 저쩌구 연애고수님들 말씀 많으신데, 애초에 누구나 다 좋아하는 썸머같은 여자랑 잘 될수가 없습니다. 우리는 조토끼가 아니잖아요. "
0,기대를 너무했나. 낡아빠진 연출에 구닥다리 스토리. 
2,난 분명히 톰의 시선에서 영화를 보았는데도 썸머가 밉지 않았다. 썸머를 이해할 수 없었지만 이해할 수 있었다. 결국 운명이란건 없지만 내가 만들어낸 인연은 있을거라고 믿게 된다. 나중에 다시 한번 썸머의 입장에서 영...
0,"별로다 지루하기만해, "
0,bitch! bitch! 
0,별주기도 아깝다. 
2,여자들도 보면 자신만 이해받길 바라는 이기적인 여자들이 많죠. 
2,남자의 사랑이야기라고 생각하고 본 이 영화는... 여자의 사랑이야기였다... 
2,사랑을 믿지 않았고 진지한 관계에 대한 두려움이 있던 썸머지만 내면 깊숙한 곳에는 실은 그 믿음을 깨줄 누군가가 있기를 바랐다 단지 탐은 썸머에게 그런 사람이 되어주지 못했던 것이다 둘다 이해가 간다 탐은 탐대로 썸...
1,썸머의 자기방어 초반부까지는 이해가능. 나랑 똑같았어. 근데 제대로 해결도 안해놓고 결혼까지 해? 그러고나서 나타나서 손잡고 뭐 이런 XXX.... 
0,"1점을 주리다 , 0점주고싶은데 .. 불가 ,내정서에 맞지않아~ "
0,내가본영화중 일본침몰다음으로지루한영화 
2,세심하지 않는 사람은 썸머를 x년으로 보는 영화 
2,썸머 이 망할 bitch 감히 조셉을 차다니ㅜㅜ 
0,기분 더러움 뭐이럼 ㅋㅋㅋ 한국식 정서에안맞음 OO 
0,이게 왜??평점과 리뷰에 속았어 속았어ㅜㅜ 지루해지루해ㅜㅜ 
2,관람객내 인생영화. 보고 있니 ㅇㅇㄱ?? 
2,썸머...나쁜년..ㅠㅜ... 
0,재진이가 규희 좋아한대요~ 
1,착한남자는 꼭 봐야될영화.. 
0,남자인간보살이냐. 
0,"배우들연기랑 분위기는 좋았는데 ... 보면 볼수록 써머가 짜증난다. 뭐 개인 가치관의 차이겠지만 어느정도 관계정립은 필요하다고 보는데.. 참, 내 정서엔 별로 안맞는 영화다. 네이버 평점은 믿을게 못됨. "
0,관계를 규정짓지 않았기 때문에 샘과 썸머의 사귐은 사랑이 아니었나? 웃긴... 
0,진짜 거지같았다 ㅂㄷㅂㄷ 
0,걍순서대로 보여주면좋겟는데 이랫다저랫다.. 재미도없고 보다가끔 
0,진짜 재미없다. 명작이라는 애들은 뭐냐? ㅄ같애 
2,썸머 이 OO 
1,관람객
2,관람객오랜만에 다시 봐도 너무 좋네요 
2,관람객다시 보니 좋았어요~ 
2,사랑의 변함에 대해서 다시 한번 생각해 본 영화. 단지 나는 너의 운명이 아니었던거야 
2,볼 때마다 새로운 영화. 더 이상 넷플릭스와 왓챠에서도 볼 수 없었어서 이번 재개봉이 더 반갑다! 
2,"나연아, 네가 꼭 이 영화를 봤으면 좋겠어 "
2,처음 보면 썸머가 나쁜여자로 보이는데 몇년후 다시 보니 톰의 이기적인 부분이 많이 보이더라 
2,잔잔하면서 많은걸 생각하게 하는 영화였다. 남자의 입장과 여자의 입장을 헤아리면서 살아가야 할것같다. 오텀은 안 만들려보다. 
2,돌고도는 계절 같이 
2,스포일러가 포함된 감상평입니다. 감상평 보기썸머가 xx 일 수가 없다톰이 xx이 아니듯 
0,10분 이면 바닥날 스토리로 1시간 40분을 우려먹었으니 이 지루함을 어찌할꼬~철학이니 자아 성찰이니 처씨부리지마라! 
0,어장관리 쩌네 ㅋㅋ 
1,재개봉 언제 하나요..? ㅠ 
1,스포일러가 포함된 감상평입니다. 감상평 보기결국 제 짝은 따로 있는거지 
2,"썸머가 읊는 전남친들 중, 나도 이제는 그녀에게 가볍게 읽혀질 한 두 줄. 톰은 썸머에게 맞지 못한 방식으로 끝나버렸다. 우리도 그렇게 엇갈려나갔다. "
1,관람객남자들의이별의 공식 썸머ㅎㅎ 
2,"난 누군가에게 톰이였을수도, 썸머였을수도 "
2,스포일러가 포함된 감상평입니다. 감상평 보기나 또한 여름 뒤에  가을이 찾아온다는걸 잊고(혹은 너무 벽을 치고) 살고 있는건 아닌지... 
1,색다른 구성과 현실적인 시선으로 다룬 남녀이야기라서 그런지 로코 싫어했지만 끝까지 흥미롭게 관람. 디샤넬의 튀는 캐릭터도 좋았지만 그보다는 조셉고든레빗의 현실감 꽉 찬 연기가 더 인상적. 무엇보다 엔딩의 결론-운명은...
2,"길동무... 그 자체로 충분히 고마운 존재...톰에게 썸머가, 썸머에게 톰이. "
1,메시지는 좋았는데 주인공들한테 매력을 못 느껴서 보는 내내 지루했어요. 엔딩이 좋아요. 
2,"영화에 포함되지 않은 무수한 순간들 속, 썸머의 선택이 충분히 이해되는 일들이 있었을 것. "
2,니가 아니어도 괜찮아. 잘 살아라. 
2,영화를 보면서 썸머가 더 이해가 안갔는데 후기들을 보니 다시 봐야할거 같은 영화 
2,시간이 지나고 나서야 깨닫게 된 소중하고 아련한 사랑의 추억들 
2,어린시절 상처가 있던 여성은 상처받을까봐 처음부터 선을 그었지만 사실 남자가 그 선을 넘어와주길 바랬는데 순진한 남자는 여자가하는 말을 철썩같이 믿고 선을 넘었다가는 이 연애가 다 끝나버릴까봐 망설이다가 연애가 끝난...
2,"스포일러가 포함된 감상평입니다. 감상평 보기가벼운 로코가 아니었다. 연출과 편집이 개성 있었고, 조셉 고든 레빗의 연기에 아주 공감이 많이 갔다. 썸머의 파티 장면에서 톰이 느꼈을 감정에 공감이 많이 가서 안타까웠다. 둘의 마지막 대화에서 그동안의 썸머의 행..."
2,내가 톰이었단 걸 깨달았다 
2,
2,톰도 썸머가 관심있어하는 링고스타와 관련된 선물을 주었다면..결말은 달라졌을 것 같다..!(건축책 불태워랏..) 내 방식이 아닌 상대방의 사랑방식에 맞춰 사랑하는 것이 얼마나 중요한지 배운 영화 ㅎㅎ 
2,이별 후 보면 어느정도 극복가능한듯 어릴때 본거랑 지금 다시 보니 느낌이 다르다 예전엔 뭐가 공감이라는건지 무슨 내용인지 와닿지를 않았는데 지금보니 두 사람 모두에게 공감된다 
2,
2,ㅇㅅㅈ 생각이 왜 나는지 
2,스포일러가 포함된 감상평입니다. 감상평 보기이케아 데이트 장면이 제일 기억에 남음 
2,이 생애 고마웠던 모든 당신들에게 찬사를 보내며 
2,언제나 늘 좋은 일만 있기를 
2,"어릴때 그냥 황금토끼씨 나와서 봤는데, 사랑해보니까, 생각나네요. "
2,"하 진짜 명작 썸머, 톰 둘다 이해되는데 둘다 서로에게 서운했던 걸 얘기하는 시간을 가졌다면...? 좀 더 솔직했다면 어땠을까 싶다 "
2,속편으로 썸머의 시점으로도 영화가 나왔으면 
2,
1,"스포일러가 포함된 감상평입니다. 감상평 보기술집에서 썸머에게 추근대는 남자와 주먹질에서 화가난 썸머에게.톰의 변명: 썸머를 보호하기 위해서.썸머의 입장: 추근될때 한마디도 못하다가 톰을 찌질이라 빈정대니, 그제사 욱하고 주먹이나 처 날리고, 뭐, 나를 보호한..."
2,"완전 내 얘기 같네 진짜 남주 심리가 너무 공감된다,,, 걔한테 난 뭐였을까 여자를 모르겠다,,,ㅠㅠㅠㅠ "
2,그땐 이 순간이 영원할 줄 알았다. 그래서 그랬다 
2,썸머는 이런 사람이구나. 톰은 이런 사람이구나 이해하면서 보면 이해가 더 쉬워지는 영화! 누가 잘했다 못했다를 얘기할 수 없다.나는 썸머 마음이 공감 가서 그런지 톰이 좀만 더 썸머라는 인간을 이해하고 믿어줬으면 어...
2,여름마다 생각나는 영화 
2,너무좋았어요.... 
2,볼 때는 아무 생각 없이 물 흐르듯 보다가 다 보고 난 뒤에  많은 생각을 들게 해 주는 영화 한동안 500일의 썸머에 빠질듯하다 
2,운명을 믿을수도 안믿을수도.. 
2,
2,볼 때 마다 다른 영화~~ 
2,미숙한 사랑 적절한 표현인 것같다.나 역시도 미숙한 사람이기 때문에 톰의 마음을 이해할 것같다. 영화가 끝나고도 느끼지 못한 것을 사람들이 이해시켜줬다 
2,연애에 상처받을때 보면 치유되는 영화누구나 상처를 받는다 
2,
2,동아리에서 친구들이랑 만나면 맨날 이 영화 가지고 싸움 
2,그리고 가을(autumn)이 찾아왔다... 
2,
2,여름이 가고 가을이 왔다. 
2,썸머의 독특하지만 현실적인 사랑법이 조금 속상하네요. 톰이 Autumn 이랑 하는 해피앤딩 스토리도 나오면 좋겠어요. 
2,야 너도 그사람 생각나? 
1,
2,
2,"우주의 기적! 하지만, 현실에서는 기적을 바라는 것의 반복. "
2,서로가 달랐다.... 
2,뭔가 내 첫사랑때 얘기인거 같아 마음 아프다 
2,이제야 이 영화를 봤는데 감상평들보고 다시 봐야겠단 생각을 했다.. 첫번째 본 감상은 그냥 둘 다 이해간다는 것 
2,처음에는 진짜 여자 뭐야 이랬는데 두번째에는 그랬구나 했음..재밌당 나오는 노래도 좋고 
2,
2,"이 커플의 해피엔딩을 기대하며 봤지만, 또 다른 의미로는 각각의 해피엔딩이었을까? "
2,각자의 입장을 생각하게 해주는 영화 재미도 있고 결말도 흥미로웠습니다 
2,다른건 모르겠고 남주는 항상 좋아했다 다만 표현 방식이 서툴렀고 결국 그거에 지친 여자가 떠나간거지 둘이 조금만 늦게 만났거나 남자가 조금만 성숙했으면 결혼했을거 같다 이런 문제 요즘 많이 보는데 참 아쉬울 따름이다...
2,
2,미숙하고 서툴러서 미안.하지만 그래도 너에 대한 내 마음은 항상 진심이었어.그것만큼은 알아주길.그것만큼은 기억해 주길. 
2,
2,모든걸 다 떠나서 정말 많이 웃었던 영화 또 봐야징 
2,
2,
2,자기방식대로 사랑하고 운명을 말하면 안된다! 
2,
2,"가슴이 뜁니다. 오랜만에 연애가 하고 싶어지는 영화 였습니다. 감독의 연출, 배우들의 대사 하나하나가 주옥같았습니다. "
2,영화를 보면서 떠올랐던 그녀가 행복하기를..그리고 지금의 그녀도 나로인해 행복하기를.. 
1,화풀이도 가끔은 로맨틱하게 
2,솔직히 이 이 영화의 주제를 논하기보다 그냥 좋았다라는 감정이 앞선다. 사람의 가장 지난하고 복잡한 감정을 또 그렇게 풀어냈음에도. 
2,
2,누군가의이야기..  우리의 이야기 
2,스포일러가 포함된 감상평입니다. 감상평 보기봤을 때 아무 생각 없이 봤었는데 영화 후반부 벤츠에서 톰과 썸머가 얘기하는 장면은 정말 나도 모르게 울컥했다.. 그리고 여름이 가고 겨울이 온다. 마지막 장면은 정말 헉했다. 그냥 그저 그런 로맨스 영화인줄 알았는...
2,마지막 대사... 마지막 대사만 기억함. 
2,기대와 현실은 항상 같을 수는 없다. 
2,매년 봐도봐도 매번 최고의 영화 
2,
2,
2,
2,"영화 참 좋은데... 아무래도 미국식 사랑문화는 FWB, 레즈비언 등 사랑의 형태가 더 자유롭고 다채로워서 한국과는 달라 공감이 덜된다. "
2,다른 두개의 시선에서 완성된 하나의 이야기 
2,스포일러가 포함된 감상평입니다. 감상평 보기무난하게 볼 수 있는 라이트하면서도 가벼운듯한 그런 무비적인 영화적인 필링적인느낌 
2,여름 가고 가을 온다. 두세번 볼수록 더 여운이 남는... 
2,왜이렇게 여운이남는지 
2,"볼 때마다 다른 이유로 슬픈, 엔딩크레딧이 다 올라갈때까지 이유 없이 눈물이 나는, 그런 영화. "
0,나는 톰의 심정을알것같다.그렇게 고독하게 자신의세계가 얼마나  더 소중한지 깨닫는거야. 
2,처음에 볼때는 썸머가 나쁜년이네... 이렇게만 생각했는데 영화를 두번 보니까 썸머가 나쁜것만은 아니라고 생각했다 
2,"혼자 해 선 이도 저도 안되는, 둘이서 해야 사랑. 그 사랑은 과연 운명으로 시작될까 우연으로 시작될까. "
2,지독히도 운명이라 믿었던 사람을 떠나보내기 힘들어 봤던 영화였습니다. 운명이 뭔지 우연을 가장한 어느 선택한 하루가 아닐지..  여름이가고 가을이 오눈 것처럼 그리고 진정한 사랑이 뭔지 깨닫는 것처럼 참 마음이 애처...
2,너무 좋은 영화다 마지막에 autum 할때 소름돋더라.. 보고 있니 ㅇㅁㅎ?? 
2,내가 보고 싶어서 이 영화를 본 것이 아니라 과제를 쓰기 위해 이 영화를 본 것이지만 생각보다 이영화는 괜찮았고 사랑에 대한 의미를 다시 생각하게된 계기를 만들어 주었다. 여자 주인공의 이름을 썸머라고 지은 것은 어...
1,20대 초반에는 여자가 짜증날뿐이였지만 지금은 그냥 스쳐가는 그런 사람인가보다 싶다 
2,여름이 가고 가을이 오네 
2,이 영화는 두 번 봐야 한다 꼭. 특히 나같은 연애 초짜는 
2,생각이 많아지는 현실 로맨스 
2,보고 싶은것만보고 기억하고싶은것만 기억하는 그게 인간이지 ! ㅎㅎ 그게 아니라면 별종인거야 
2,여운이 남는 영화에요ㆍ 
2,"여름이 가고 가을이 온다.After summer, it is approaching autumn. "
2,추상적인 연애감정이 아니기에 더욱 몰입 되는 영화. 두번 세번봐도 느껴지는 톰과 썸머의 입장이 내 현재와 과거를 돌아보게 한다. 감히 말하지만 인생 로맨스 영화 중 하나로 꼽을 수 있다. 
2,재미있었습니다! 멜로 영화를 별로 안 좋아하는데 재미있게 봤던 이유는 이게 장르는 멜로/로맨스지만 사실은 그렇지 않다는 것을 깨달았어요 
1,어제 제대로봤는데.생각보다 지루했고.썸머가 이기적이다고.생각이들었는데.평점보니 한번더보면 또다를수있다는 생각이드네요. 
2,사랑의 교과서 같은 영화. 
1,"톰은 바보,,,사랑스럽지도 재미없지도 않은 영화 "
2,뒤늦게 집에서 iptv로 시청하였습니다 . 여자친구랑 보면서 남녀 생각의 차이를 많이 느끼게 하면서 더불어 서로를 이해하는 좋은 시간이 된듯합니다. 
2,사랑을 위한 고뇌와 대화가 필요해 
2,사랑스런 썸머 사랑스런 영화♡ 
2,"어떠한 잘못도 없엇던 영화, 정말 내가 지금 네번째 보고서야 처음엔 톰 그리고 썸머 그리고 나와 첫사랑을 이해하고나서야 이영화를 보고 나도 가을이 오는거같다. "
2,"Coincidence, That's all . "
2,또 다시 봐야지.... 
2,운명은 없고 우연만 있을 뿐 
2,그 분이랑 끝나고 더 시간이 지나서야 나의 사랑이 너무 특별하고도 동시에 평범했다는 것을 알 수 있는 영화 
2,아직도 여운이 남는 오묘한 감정 
1,"인연,  사랑, 이별... 인생사 "
1,이세상 대부분의 커플들이 조금 또는 많이 느껴보았을 마음의 흐름을 잘 보여준다. 여자의 관점이 섬세하다는건알지만 연애가얼마나 어려우며 인생 또한 많이 허무해질것 같다. 인생과 연애에는 다른관점도 있다는것을 간과한 영...
2,리얼  러브의 모습을  너무 잘그려냈다.  바로 이거지 
2,내가 본 영화중 가장 기억에 남는다 
2,아...진짜 미쳤네 최고다 
2,알면서도 이해하면서도 미워하는 내 좁은마음이또한 다른상대에게빠지면 거짓말처럼 사라질얄팍한 눈속임 
2,나는 톰이었지만 혹은 지금도 톰일지 모르지만 창피해서인지 무슨 이유인지 그걸 인정하기 싫다.. 
2,"(대개 다 그러하듯)확신이 없었기에, 미남충과 버거녀로 서로를 오해한 남녀의 뒷맛 씁쓸한 이야기 "
2,"이번으로 두번째 보게 되는 영화, 사실 나는 이 영화가 왜 명작으로 칭송받는지는 아직도 잘 모르겠다. 다만 ost나 특유의 느낌, 감성이 마음에 들고 톰이 안쓰럽게 느껴질 뿐. 그에게 찾아온 또 다른 가을이 그를 풍..."
2,"2016.07.02 관람.명성에 비해 대단하다고 생각하진 않지만,  우리의 연애관에 대해 흥미롭게 생각해 볼 여지를 준다. "
2,남자입장에선 똑부러지게 뭐가 잘못되었는지 알려줬으면 좋았을텐데 뭐가 어디서부터 잘못됐는지 몰라서 헤매고 썸머를 잊지못하는 남자입장도 이해돼요 ㅠㅠ 저는 영화를 깊게보지않고 그냥 보이는대로 보는 걸 좋아하고 그렇게하기...
1,영화 초중반은 별로인데 후반부와결말이 마음에 든다 
2,주인공 톰을 닮은 나는 한심하다 
2,이건 영화가 아니라 교과서다. 안보면 피본다. 
2,왜 썸머의 마음을 몰라줄까 .. 
2,내게 가장 많은걸 느끼고 동감하고 생각하게 해주었던 영화. 
2,500일동안 썸머를 생각한 남자이야기. 구질구질한게 나같아서 슬픔증폭 하지만 이제서야 톰당신의 문제가 보인다 
2,"톰은 끝까지 자기 방식만을 강요했을 뿐, 썸머는 결국 자기를 이해해주는 사람에게로 떠났을 뿐이다. "
2,자기야 사랑해.... 
2,나의 여름은 나에게 무얼 남겼을까 
2,같은 영화인데도 커플일때 솔로일때 헤어졌을때 사귈때가 어찌나 다른지. 인생 명작 
2,인생영화... 주인공들 젤 져아 
2,처음봏때와 두번째 볼 때의 느낌이 다른 영화 ㅠㅜ 
2,최고.. 그 어떤 것들보다 값지다. 고맙다. 
2,깨알같은 클로이 모레츠♡ 
2,이 영화...재미지다 
2,쥬이디샤넬에 완전히 빠진 영화 
2,"사랑의 재해석, 우연과 인연, 또다시 사랑 "
2,썸머?! 섬머?! 어머?! 하는 순간 떠나간다. 
2,이시대 최고의 영화 ㅜㅜㅜ 
2,사랑하지만 햇지만 보낼수밖에없는  썸머~ 
